Name,Address,Latitude,Longitude,Note,Total_review,Reviews,Category,weather_impact
Florence Porteseil Visites Guidées Paris,"53 Rue Belliard, 75018 Paris",48.87,2.28,"5,0",15,"[('Aurélie Hablot', '2024-11-20', '5', ""La visite guidée de Montmartre a été une très belle expérience ! Florence a partagé des anecdotes fascinantes et des trésors cachés du quartier. Un voyage enchanteur à travers l'histoire, l'art et la culture de Paris ! Nous recommandons vivement cette expérience !""), ('Marie Pouchelon Drogue', '2024-10-21', '5', ""Excellente guide passionnée, passionnante et à l'écoute de son public. Grâce à des visites guidées hors des sentiers battus (la Sainte Chapelle, le quartier Latin et le Louvre), nous avons passés d'excellents moments. Nous recommandons vivement la guide Florence PORTESEIL pour des visites inoubliables.""), ('BIZOT CATHERINE', '2020-12-21', '5', 'Je recommande les services de Florence pour une visite guidée de Paris et de ses principaux monuments et musées. Florence est très professionnelle et fait partager sa passion à toute la famille. Elle est adorable avec les enfants et adapte son discours à leur niveau. Très belle expérience.'), ('Valérie GENEVET', '2023-12-21', '5', 'Excellente visite du Louvre et plus spécialement de la partie égyptienne ! 3h30 de visite pendant lesquelles Florence nous a transmis avec une authentique passion ses connaissances . La visite est vivante et documentée ! …'), ('Daphné Monteiro', 'None', '5', 'Visite guidée de Montmartre. Très intéressant et instructif. Les 02h30 de visite sont passées très vite !'), ('Jacqueline Dromard', '2024-05-24', '5', ""Je croyais connaître un peu Montmartre ,mais pas du tout! Florence nous a fait découvrir un Montmartre caché, loin des lieux pour touristes, et tout ça ponctué d'anecdotes et d'humour!\nA faire absolument""), ('Sandrine TRILLAUD', '2021-12-21', '5', ""Florence nous a fait visiter Montmartre, à ma fille de 6 ans et moi-même. Une visite passionnante qui allie Histoire, arts et littérature, tout en découvrant de très jolis coins. De plus, Florence jalonne ses visites d'anecdotes insolites …""), ('Yoann Gotthilf', '2024-07-23', '5', ""Merci à Florence pour sa bonne humeur et la découverte d'un Montmartre d'antan et contemporain loin des circuits touristiques.""), ('Isabelle Brulé', '2018-12-22', '5', ""Une belle visite au Louvre avec Florence, un soir de printemps à Paris ! C'était magique et passionnant ! Un excellent souvenir qui restera gravé dans nos mémoires et une visite que nous referons avec notre guide préférée""), ('Matthieu BRULE', '2020-12-21', '5', 'Visite passionnante des abords du Louvre. Beaucoup de références historiques, qui sont autant de bonnes piqûres de rappel ! Merci Florence !')]",tour,1
Montmartre Visites,"1B Cité Germain-Pilon, 75018 Paris",48.87,2.28,"4,9",86,"[('Nady La ChronicSlameuse', '2024-08-22', '5', ""Jeudi 15 août 2024, avec mes amis, nous avons suspendu le temps dans les rues de Montmartre avec l'excellent guide Sauveur qui nous a beaucoup appris sur le street-art. Je ne peux que vous le recommander ! Il me tarde de tester les autres …""), ('Valerie Laqueste', '2024-11-29', '5', ""Une belle journée avec Anne pour découvrir Montmartre autrement. Des anecdotes historiques et culturelles pour agrémenter la visite faite en privé. C'était exactement ce que je recherchais. Merci, Anne, et à bientôt sur le Marais ! 😉 …""), ('Maud Sophie Bruneau', '2024-11-20', '5', 'Notre guide Claire a été fantastique; charmante, souriante et attentive. Sa visite guidée était très agréable et instructive et nous avons beaucoup aimé son humour également. Nous reviendrons pour une prochaine visite  avec Claire.'), ('Audrey Sigonney', '2023-12-21', '5', 'Une visite guidée privée magique! Un immense MERCI à Claire, notre guide , qui a fait de notre après-midi, un moment absolument magnifique 💖 la thématique de la visite guidée privée de la Basilique du Sacré Coeur est à vivement recommander …'), ('Bettina Kerstens-Mesclon', '2024-02-24', '5', ""Visite insolite, street art et pleine d'histoire de cette fameuse butte Montmartre avec Claire, une guide extra, souriante et tellement au fait du passé, des artistes et des anecdotes de ce lieu hors du commun. Un grand merci . Je vous la recommande !""), ('M Z', '2024-11-20', '5', 'Bonjour,\nNous avons beaucoup apprécié la visite de Montmartre avec notre guide Anne qui nous a fourni beaucoup d’explications sur l’histoire de ce quartier et la vie de …'), ('Jean-Luc JIELDEVE', '2023-12-21', '5', ""MONTMARTE: l'ancienne avec ses moulins et sa vigne, la moderne avec son art déco,  la récente avec le street art, la populaire et ses poulbots, la cossue et ses belles demeures, l'artiste et ses ateliers, la mondaine et les célébrités qui …""), ('Laëtitia BRUNO', '2024-02-24', '5', ""Nous avons visité montmartre avec comme guide Robert, et ce fut un très bon moment\nNous avons découvert des endroits insolites,remplis d'histoires et d'anecdotes …""), ('Marie Pierre Carnel', '2024-01-25', '5', 'Visite de Montmartre insolite avec Dorothée à la fois historique et ludique.\nSuper parcours hors des sentiers battus, à recommander absolument !'), ('V Mérour', '2023-12-21', '5', ""Superbe visite,  avec une guide,\nClaire, passionnée et qui nous a comblé d'anecdotes et de découvertes qui donnent à cette visite de Montmartre un tout autre visage qui sort des sentiers battus. Merci Claire !!"")]",tour,1
VISITES GUIDÉES DE PARIS,"16 Rue Saint-Victor, 75005 Paris",48.87,2.28,"5,0",2,"[('Flo (“Hello”)', '2022-12-21', '5', 'Très intéressant !')]",tour,1
Paris on the Way,"13 Rue Beudant, 75017 Paris",48.87,2.28,"5,0",9,"[('PG Philippe', '2024-01-25', '5', ""Une guide qui transmet sa passion\nEmpahique, elle sait intéressée le groupe et mettre des pointes d'humour pour rendre la visite encore plus agréable.\nEncore un grand merci à Aurélie""), ('Laurie Guerin', '2019-12-22', '5', 'Incroyable visite à Versailles et superbe guide Marie : aussi captivante qu’avenante. Une prestation des plus mémorables, que je recommande vivement !!'), ('Jean-Louis Lopez', '2024-01-25', '5', 'Visite en groupe du  quartier du Marais rendue vivante et super intéressante par notre guide Ariane.'), ('Serge Momus', '2019-12-22', '5', 'très agréable visite avec guide charmante'), ('Solène Michel', '2019-12-22', '5', ""Quelle belle visite à Versailles avec Paris en chemin. Le guide était vraiment instructif et amusant, elle nous a fait visiter le palais et les jardins, nous racontant l'histoire du roi Louis 14 et comment était la vie à l'époque. Nous avons été enchantés par ce moment et nous réserverons à nouveau avec Paris on the Way.""), ('Jessica Davies', '2019-12-22', '5', ""Une visite enrichissante de Versailles. J'ai tellement appris et j'ai apprécié chaque minute. Le guide nous a tenus occupés jusqu'à la dernière minute, nous racontant des histoires sur Louis XIV, sa vie et ses scandales à Versailles. Super tournée!""), ('Marie Herpe', '2018-12-22', '5', ""Quelle étonnante visite guidée de la cathédrale Notre-Dame et du Louvre ! La guide Anne avait tellement d'histoires et nous avons beaucoup appris sur la ville et son histoire. Nous avons vu tous les chefs-d'œuvre comme la Joconde et la Vénus de Milo. Très bon moment et bon rapport qualité/prix !""), ('Philippine Delouvrier', '2019-12-22', '5', ""J'ai utilisé Paris on the Way à plusieurs reprises pour des clients. Ils ont fourni un excellent service avec un grand professionnalisme et une grande flexibilité pour répondre aux besoins de nos clients. Mes clients étaient ravis de visiter Paris hors des sentiers battus.""), ('Klaus Wojczykowski', '2021-12-21', '5', 'Jocelyne a été une guide fantastique pour nous. Elle fait de l’histoire et de la culture une expérience amusante et vivante !')]",tour,1
Tour Guides France - Official Tour Guides in France,"112 Rue de Meaux, 75019 Paris",48.87,2.28,"4,7",35,"[('ulpiano diaz', '2024-04-24', '5', 'Une compagnie de fournisseurs de guides conférenciers très sérieuse. Il est fortement conseillé de les contacter pour avoir un guide hautement qualifié.'), ('Thierry Lassiège', '2021-12-21', '5', ""J'ai vraiment apprécié cette visite à Paris, j'avoue que c'était ma première visite guidée à Paris, et j'ai trouvé que c'était pas trop long, des références historiques précises, .. Guide compétente et agréable, je la recommande. Rien à redire.. Thierry.""), ('Chris Wildman', '2021-12-21', '5', ""Très belle visite de Paris. C'est la deuxième fois que je fais appel à votre site. Jamais deux sans trois. Merci Tour Guides France.""), ('Clémence GARCIA', '2022-12-21', '5', ""Nous avons visité Paris avec Delphine qui est une guide très professionnel. Elle a su s'adapter à notre famille. Merci.""), ('Camille Landes', '2021-12-21', '5', ""Tout simplement génial! Merci encore! Quel plaisir de découvrir l'histoire  de ces villes et régions avec des guides passionnés et passionnants!""), ('laurent Bockel', '2021-12-21', '5', 'Merci encore pour votre prestation irréprochable a bientôt pour d autres aventures'), ('Chuck R', '2024-07-23', '5', ""Romain nous a guidés à travers Avignon et ce fut l’une des meilleures expériences de visite privée que j’ai eu en Europe. Il était ponctuel, connaissait très bien l'histoire et la culture de la ville, était attentif à mes deux fils (qui …""), ('Steve Pizzo', '2024-09-21', '5', ""Romain notre guide était remarquable. Il avait une excellente connaissance du paysage, des gens et des coutumes. Il s'est mis en quatre pour nous aider pendant notre séjour. Je le recommande vivement""), ('Roberto Pivato', '2024-08-22', '1', ""J'ai réservé un guide italien pour le Mont de Saint Michel, réservé et payé par carte, réservation n° 41819, après quelques jours ils ont annulé la réservation sans donner de raison. J'ai demandé un remboursement il y a 15 jours mais nous n'avons toujours rien reçu. Est-ce ainsi que l'on traite les touristes ?""), ('Calin Niculescu', '2024-07-23', '5', 'Merveilleuse visite de Lyon. Romain était un excellent guide. Il connaissait beaucoup la région et nous a emmenés dans des endroits merveilleux. Nous le recommanderions certainement.')]",tour,1
Le Paris de Sophie,"Pl. d'Aligre, 75012 Paris",48.87,2.28,"5,0",48,"[('Marie-Gabrielle Delemer', '2024-06-23', '5', 'Excellente visite du marais commentée avec Brio par Sophie. Elle prend le temps d’expliquer et ne lésine pas sur les détails et anecdotes. Un parfait moyen de découvrir ou re-découvrir Paris !! …'), ('benoit rousson', '2024-11-29', '5', 'Nous avons passé un excellent moment avec Sophie lors de notre visite guidée au musée d’Orsay !\nInteractive, intéressante et pleine de belles anecdotes, la visite de Sophie …'), ('Odran Maury', '2024-11-29', '5', ""Excellente visite nocturne du Musée d'Orsay avec Sophie. Elle fait preuve d'une pédagogie rare qui permet de mieux comprendre l'architecture du lieu et cette période si particulière de l'histoire de l'art. Elle partage des anecdotes, …""), ('Bruno Canac', '2024-03-25', '5', 'Super visite des passages parisiens avec Sophie! Sympas mais surtout dynamique et très cultivée dans le domaine. Le parcours était très bien choisi et les commentaires vivants et dynamiques. Je recommande à 100%!!!'), ('Guillaume Labendzki', '2020-12-21', '5', ""Merveilleuse visite guidée du 'Paris du XIXe siècle' ! Sophie est une excellente guide qui sait à merveille captiver son auditoire, alternant exposés très documentés et anecdotes légères, les deux heures de visite dans les passages couverts …""), ('agathe peyrard', '2024-05-24', '5', ""Ca a été un immense plaisir que ces deux heures au musée d'Orsay grâce à Sophie! Nous avons découvert ou redécouvert des oeuvres grâce à son regard, sa grande culture de Paris, des tableaux et des artistes évoqués, bref c'était vivant et …""), ('arthur laloge', '2024-06-23', '5', 'Merci pour cette magnifique après-midi hier ! Entre découverte du Marais jusqu’au Palais Royal, cette visite était plus que captivante. Un moment unique qui s’adresse à tous les âges et toutes les sensibilités ! …'), ('Arnaud Chikhani', '2024-11-20', '5', 'Visite du Musée d’Orsay\nUne visite au top, j’avais deja visité le musée d’Orsay mais jamais de cette façon, merci à Sophie pour les anecdotes et les précisions, j’ai appris beaucoup de choses'), ('Fabien F', '2024-06-23', '5', 'Excellente visite de Paris guidée par Sophie, remplie évidemment d’histoire mais aussi d’anecdotes, de partages et de sourires !'), ('Audrey Van Wanseele', '2023-12-21', '5', ""Nous avons contacté Sophie pour une journée de fin d'année d'entreprise. Elle nous a préparé un programme sur mesure en nous récupérant à notre activité précédente. Nous avons fait une super visite des passages couverts de Paris puis Sophie …"")]",tour,1
Paris revisité,"47 bis Rue du Borrégo, 75020 Paris",48.87,2.28,"5,0",3,"[('Miwa Kaiya Umezaki', '2020-12-21', '5', ""Nous avons eu une excellente tournée avec Paul. Non seulement il nous a fait découvrir Paris sous un autre aspect, mais il nous a fait vivre son histoire.\nC'était très étonnant de suivre sa visite qui est agrémentée de nombreux épisodes méconnus... !""), ('lorenzo barboni', '2021-12-21', '5', 'Optimal')]",tour,1
Elisa Jéhanno Visites guidées Paris,elisaguideparis.com,48.87,2.28,"5,0",96,"[('Benjamin Guyon', '2024-11-20', '5', 'Nous avons fait une visite guidée des grands chefs-d’œuvre  du Louvre avec Elisa. Tout était parfait , les explications d’Elisa sont claires et passionnantes. Cerise sur le gâteau, très  peu d’attente car nous passons sur une file d’attente réservée aux guides agréés. Je ne peux que recommander.'), ('Natpeshe', '2024-07-23', '5', ""A l'occasion d'un mariage nous avons eu le plaisir d'avoir Elisa comme guide .\nElle est passionnée, souriante , c'est un vrai plaisir de la suivre et l'écouter.""), ('stéphane herbreteau', '2024-09-21', '5', 'Passionnante visite en famille des petits et grands appartements de Versailles. Elisa est précise et fait vivre les lieux avec enthousiasme. Top !'), ('Sophie Bourgeon', '2024-05-24', '5', ""Visite guidée du Louvre pour deux personnes. Élisa est fabuleuse, elle prend le temps des explications tout en étant très rigoureuse quant au format de visite choisi, elle ponctue parfois l'histoire des œuvres de quelques anecdotes, elle …""), ('Loïc MICHEL', '2024-02-24', '5', ""Élisa est une guide passionnée et très pédagogue qui nous a fait découvrir l'Histoire du Palais du Louvre durant plus de 2 heures. Merci infiniment, nous sommes impatients de refaire une autre visite à vos côtés.""), ('Isabelle Lestra', '2024-04-24', '5', ""Merci Madame pour cette visite passionnante! Mes petits-enfants de 9 et 11ans vous remercient également pour ces 3 heures passées avec vous, pour votre gentillesse et votre disponibilité face à toutes les questions qu'ils vous ont posées. Je garde vos coordonnées pour des prochaines visites à Paris ou à Versailles. Mille fois merci!""), ('Josette Girard', '2024-03-25', '5', ""Après Le Louvre l'année dernière, nous avons fait cette semaine une excellente visite au Musée d'Orsay.\nElisa a su adapter ses commentaires et anecdotes aux 2 jeunes de 11 et 15 ans.\nJe recommande vivement cette conférencière.""), ('Martine Ghnassia', '2023-12-21', '5', 'Très belle visite riche  qui a duré 3 h et on a rien vu passer ! Elisa est charmante et passionnante.\nOn va visiter tout PARIS  avec elle du coup en 2024  pour nos 70 ans !'), ('Daphné Monteiro', '2022-12-21', '5', ""Excellentes visites ! Nous avons fait le château de Versailles et le musée de Louvre (2 adultes et 1 enfants de 10 ans) avec la guide Elisa. Les visites étaient super ! La guide Elisa a établi un parcours de visite, tant à Versailles qu'au …""), ('Nanou Du Courtioux', '2022-12-21', '5', ""Elisa est un très bon guide qui nous a fait découvrir en 2h30, le Musée du Louvre. Explication étayée, très à l'écoute et un premier contact par mail qui nous a mis en confiance. La visite est passée super vite et grâce au programme …"")]",tour,1
Marais Visites,"5 Rue des Deux Ponts, 75004 Paris",48.87,2.28,"5,0",8,"[('daniel dupleix', '2024-07-23', '5', ""Excellent expérience que cette visite du Marais avec Claire, souriante, disponible et férue de l'histoire de ce beau quartier de Paris, plein de surprises cachées, découvertes à cette occasion. Deux heures d'histoire la petite et la grande, sur-mesure, qui passent très vite. 20/20, à renouveler sans hésitation.""), ('claudine leger', '2023-12-21', '5', ""J'ai fait une visite guidée à pied avec Claire le 29 octobre 2023. Elle est une guide absolument extraordinaire avec beaucoup de connaissances. Elle était organisée et a rendu la visite très conviviale. Je vous la recommande vivement pour …""), ('Raphael Bonis', '2024-01-25', '5', ""Nous étions un groupe de 9 avec enfants pour visiter le marais avec François.\nFrançois est un super guide que nous aurions aimé garder toute la journée tant il est intéressant, et soucieux de s'adapter à chaque membre de notre groupe.\nNous recommandons vivement cette formule pour visiter le quartier.""), ('Galia Gomez Garcia', '2023-12-21', '5', ""La visite était très intéressante. Notre guide Claire nous a fait découvrir Le Marais d'un point de vue historique (avec des anecdotes bien surprenantes) que nous ne connaissions pas. Très recomendable.""), ('jean-claude bouillet', '2024-01-25', '5', 'Une visite bien documentée. le parcours intéressant\net Claire notre guide a été très attentive à nos questions. Merci. Nous recommandons.'), ('Lili Val', '2024-09-21', '5', 'Très belle visite avec Philippe, vrai passionné ! À faire et refaire !!'), ('Claude Hodeir', '2024-07-23', '5', 'Visite guidée passionnante ! Merci beaucoup !'), ('Rohit Mahajan', '2024-09-21', '5', ""Courant août 2024, nous (moi, ma femme et notre fille de 7 ans) avons effectué une visite à pied du Marais avec Claire. Nous avons pu avoir un aperçu de l'histoire sociale, politique et architecturale de la région. Claire est très …"")]",tour,1
Un guide à Paris,unguideaparis.com,48.87,2.28,"5,0",40,"[('Myriam SUAREZ', '2024-09-21', '5', 'Une visite guidée extra ! Toutes nos questions ont été écoutées et abordées, en plus des histoires et anecdotes passionnantes, partagées avec générosité lors de la visite ! Je recommande vivement Stéphanie Collardeau qui saura vous donner …'), ('André Caroline', '2024-10-21', '5', 'Nous avons eu la chance de vivre un moment hors du temps au Louvre grâce a Stéphanie qui est une guide incroyable ! Je la recommande +++\nMerci encore et à très vite pour une prochaine visite.'), ('Laure BITEAU', '2024-11-29', '5', 'Voici un exemple d’avis :\n\nNous avons passé un moment formidable avec Stéphanie, notre guide lors de la …'), ('Matthieu Boudailliez', '2024-10-21', '5', 'Une visite comme on les aime, un grand merci Stéphanie pour cette visite au fil de la Seine dans ce panorama extraordinaire !\nNous avons été ravis de nous plonger dans l’histoire de Paris en écoutant vos explications historiques claires et éclairantes.'), ('V DP', '2024-11-20', '5', ""Merci Stéphanie pour cette superbe visite du cimetière du Père Lachaise. Nous avons passé un très agréable et sympathique moment à découvrir l'histoire du lieu, des diverses célébrités, la végétation, la faune ... Nous sommes partant pour …""), ('Tanguy Taridec', '2024-10-21', '5', 'Nous avons passé un excellent moment au Louvre avec Stéphanie. Merci beaucoup pour votre passion, votre entrain et votre habileté à transmettre vos connaissances. La visite était passionnante et nous  à tous enchanté. À très bientôt. Tanguy'), ('Jeanne de Borda', '2024-10-21', '5', 'Nous avons été enchantés de notre visite guidée du quartier du Marais en la compagnie de Stéphanie. Visite très enrichissante et vivante, qui nous a permis de mieux comprendre et vivre l’histoire du Marais. Au fil de la visite, les rues, …'), ('Daphné Monteiro', '2024-09-21', '5', ""Excellente visite !! La guide, Stéphanie, propose une visite de l'île de la Cité très intéressante. Le parcours est bien choisi. C'est bien rempli tout en prenant le temps. Les explications sont claires et instructives, s'appuyant également …""), ('Rachel Feat', '2024-10-21', '5', 'Nous avons fait la visite de l opéra Garnier avec la guide Stéphanie COLLARDEAU.\nExcellente guide, très professionnelle, plein d enthousiasme et très gentille on …'), ('alexandre commegrain', '2024-09-21', '5', 'Bonjour,\nJe vous recommande de passer par cette personne si vous souhaitez visiter Paris. …')]",tour,1
Les Paris DLD,"26 Rue de Rungis, 75013 Paris",48.87,2.28,"4,5",2,"[('Yaelle Charbonnel', '2022-12-21', '4', 'Très bonne visite et un guide attentif, agréable et qui connaît bien son sujet'), ('amelia neto', '2020-12-21', '5', 'Visites très bien documentées, de grandes découvertes, passionantes')]",tour,1
Paris Off Road,"58 Rue Didot, 75014 Paris",48.87,2.28,"5,0",19,"[('Johanna Sauer', '2024-06-23', '5', ""Des visites intéressantes, interactives et pleines d'anecdotes drôles. Des morceaux d'histoire et des morceaux de vie pour retracer le passé d'un lieu. Nous avons adoré. Nous avons testé la visite du palais royal et avons hâte de découvrir les autres quartiers.""), ('Lisa Haddag', '2024-08-22', '5', ""Nous avons visité le Palais Royal récemment et l'expérience a été tout simplement magique ! En tant que Parisiens, nous avons adoré redécouvrir notre ville à travers son histoire et ses anecdotes fascinantes et amusantes. Le temps a filé …""), ('Cécilia de Foucaucourt', '2024-07-23', '5', 'J’ai adoré cette visite Paris Off Road ! Je n’ai pas vu le temps passer, appris plein de choses & ai été captivée par les nombreuses anecdotes de Camille, qui pimentent la visite. Je recommande vivement ! Pour les parents, le parcours est parfaitement adaptée pour des poussettes, un gros plus.'), ('Sarah Wolfarth', '2024-05-24', '5', 'Nous avons fait appel à Paris Off Road pour une visite guidée du Marais avec ma famille. Nous avons vécu une expérience géniale, avons découvert un tas d’endroits que nous ne connaissions pas du tout alors que nous habitons à Paris! Les …'), ('Fanny B', '2024-06-23', '5', 'Nous avons découvert Paris off Road et avons beaucoup apprécié notre visite. C’est un excellent mix entre faits historiques, anecdotes amusantes et recommandations foodies. Camille et David sont passionnés et passionnants ! …'), ('Mike Froelich Pro', '2024-06-23', '5', 'Super visite guidée j’ai appris des choses que je ne savais pas ! Je recommande sans hésiter'), ('Fx C', '2024-07-23', '5', 'Superbe moment que cette visite en compagnie de David, qui est une mine d’information et d’anecdotes en tout genre sur Paris, le tout avec humour et convivialité. Nous recommandons à 100%.'), ('Caroline Roesch', '2024-06-23', '5', 'Génial ! On ne s’ennuie pas , c’est rempli d’anecdotes , Camille et David nous font découvrir un Paris plus secret . Je ferai une autre visite avec plaisir !'), ('Bertrand', '2024-06-23', '5', 'Merci pour cette visite exceptionnelle. Une présentation en duo très réussie avec de nombreuses anecdotes !\nVisite à faire et à refaire ;)\nBertrand'), ('Mouzy Mouz', '2024-07-23', '5', 'Excellente visite, très intéressante et sympathique')]",tour,1
Musée de Montmartre,"12 Rue Cortot, 75018 Paris",48.87,2.28,"4,5",3756,"[('antoine delforge', 'None', '5', 'Super musée.\nRafraîchissant, étonnant, avec une vue à couper le souffle.\nL’accueil est adorable. …'), ('Cécile L.', '2024-09-21', '5', ""Super musée ! J'ai adoré la collection permanente comme la temporaire. Tout à fait faisable avec des enfants si on prend le temps de leur expliquer un peu. Les jardins sont magnifiques et le petit café est bien agréable et pas trop cher.\nJe recommande.""), ('Let me no', '2024-07-23', '5', ""J'ai beaucoup aimé cette visite. Le musée est riche en toiles, affiches...l'exposition très instructive. Le lieu est magique, le jardin très agréable. Une bulle d'oxygène en plein Paris""), ('Philippe Morin', '2024-11-20', '5', 'J’adore ce petit musée avec son petit jardin calme au cœur de Montmartre (café et terrasse), sa vue sur les vignes, ses expositions variées et l’atelier de Suzanne Valadon dans son état de l’époque'), ('Pascal GUILLOT', '2024-07-23', '5', ""Le musée n'est pas uniquement qu'un musée !\nC'est un musée permanent très intéressant.\nDes expositions. …""), ('Stephan Catalano', '2024-07-23', '5', ""Ce musée est une petite île de tranquillité au milieu d'un chaos de touristes. Déjà en y rentrant on se déplace dans le temps et commence à comprendre l'identité singulière de cette colline annexée finalement à Paris. En plus les …""), ('Antoine A', '2024-08-22', '5', ""Magnifique musée de Paris, qui raconte l'histoire de Montmartre à travers ses tableaux et objets des cabarets de l'époque.\nEn ce moment il y a jusqu'à septembre une exposition sur Auguste Herbin un homme …""), ('Magdalena', '2024-09-21', '5', 'Exposition variée, endroit surprenant: une magnifique pièce contenant l atelier de painture de Suzanne Valadon.\nUn grand café dans le cour intérieur.'), ('Christophe FIKET', '2024-05-24', '5', ""Un des hauts lieu du Montmartre historique.\n\nUn Musée des plus sympathique et atypique niché au cœur de Montmartre l'endroit …""), ('Laurent Marrot', '2024-05-24', '5', ""Beaucoup à dire sur ce musée génial. D'abord c'est un lieu authentique du Paris de la fin du 19ème siècle début 20ème, avec une collection permanente très intéressante d'œuvres sur Montmartre et d'affiches de cabarets de l'époque. Ensuite …"")]",museum,0
Musée des Arts et Métiers,"60 Rue Réaumur, 75003 Paris",48.87,2.28,"4,6",8251,"[('Laëtitia Derouineau (Arya Dem)', '2024-11-20', '5', ""Magnifique musée ! Tellement grand qu'il faut tout l' après-midi pour le visiter à son aise ! Je vous recommande si vous adorez découvrir l'évolution de la technologie et des métiers dans le temps!""), ('Nicolas Tricot', '2024-08-22', '5', 'Si vous êtes curieux de la technique et des sciences, alors c’est LE musée à faire à Paris ! Chaque sale regorge de prototypes ou de matériel d’époque grâce à une collection monumentale ! …'), ('Nicolas', '2024-08-22', '5', 'Incroyable découverte… Allez-y, le lieu est trop méconnu!\nPlusieurs visites, ateliers et démonstrations sont proposées gratuitement durant la journée. Parfait pour émerveiller les yeux des plus petits et des grands! Chacun y trouvera un intérêt dans au moins l’un des 9 départements.'), ('Yamak Repsol', '2024-06-23', '4', 'Superbe musée, avec de belles pièces. Dommage qu’il ferme si tôt, une demie heure de plus aurait été plus que nécessaire pour finir de tout voir. Comptez 5h si vous voulez tout voir. L’organisation de la visite est très intéressant même si …'), ('Claudia O75', '2024-08-22', '5', 'Le musée est très grand et couvre la totalité des inventions techniques et architecturales sur plusieurs siècles. Il y a des espaces et vidéos interactives pour les enfants. Je recommande ce lieu pour aider les parents à répondre aux ""Pourquoi...?"" des enfants !'), ('olivier brisard', '2024-10-21', '4', ""Musée très agréable pour qui aime la technologie et l'architecture, le lieu est également une belle découverte à lui tout seul.\nDommage que presque 9 écrans interactifs sur 10 ne fonctionnent plus...""), ('Henri-Guilhem Arles', '2024-12-06', '5', 'Un musée tellement complet qu’il faudra y retourner pour tout voir en détail'), ('nassima', '2024-06-23', '4', ""Je suis partie pendant la journée européenne du musée donc entrée gratuite. Visiter ce musée c'est faire un voyage dans le temps, c'est voir l'évolution technologique de différent domaines à travers le temps. …""), ('Screaming Potato', '2024-08-22', '5', ""Magnifique collection et très intéressante, j'y suis allée à l'ouverture et je conseille fortement ce créneau car il n'y avait presque personne.\nIncroyable bâtiment parfait pour venir s'abriter du soleil en été""), ('Marie D.', '2024-11-20', '4', ""Expo sur le développement durable très intéressante pour les petits et les grands !\nLa partie permanente avec le pendule de Foucault et l'expo ancienne très bien. Je recommande"")]",museum,0
Musée d'Art Moderne de Paris,"11 Av. du Président Wilson, 75116 Paris",48.87,2.28,"4,5",7181,"[('Pico Gamma', 'None', '5', 'Lieux très intéressant et gratuit pour les expositions permanente avec plusieurs artistes du 20eme siècle entre autres. …'), ('Shyl', '2024-08-22', '5', ""Grand musée en accès libre avec de nombreux oeuvres provenant de différents artistes. J'ai fait la visite en environ 1 heure. La prise de photo avec appareil est autorisé, il ne faut juste pas utiliser de flash. …""), ('CORINE LEGRAVERAND', 'None', '5', ""Autant d'oeuvres magistrales à apprécier gratuitement quel bonheur. Que dire de la salle Raoul Duffy avec la fée électricité ? Une expérience grandement appréciée par les enfants qui découvrent l'oeuvre via une tablette interactive. Bravo. C'est fantastique""), ('Jd Migu', '2024-11-20', '5', 'Exposition ""l\'âge atomique"". Comment l\'apocalypse nucléaire à inspiré les plus grands artistes contemporains ainsi que les témoins anonymes qui y ont survécu. Passionnant et émouvant.'), ('Su', '2024-11-20', '5', ""C'est un endroit que je fréquente régulièrement. Je suis allée voir la nouvelle exposition dès son ouverture et j'ai pu en profiter en toute tranquillité en semaine.""), ('Sarah', '2024-08-22', '5', 'Lieu ou l’on peut y retrouver de nombreuses  oeuvres étudiés dans le programme scolaire , il n’y a pas beaucoup de monde il est donc plus facile d’acceder aux œuvres contrairement a d’autre musées. La fée électricité est une oeuvre impressionnante'), ('David Holczer', 'None', '5', ""Le Musée d'Art Moderne de Paris est une belle sortie en famille ! Les collections variées captivent toutes les générations, des grands-parents aux enfants. L'espace est agréable et lumineux, parfait pour une visite enrichissante et conviviale. Une belle découverte pour tous !""), ('LAURENT GOUBY', '2024-10-21', '5', ""Situé dans  l'aile est du Palais de Tokyo face à la Seine, le musée possède  plusieurs collections représentant différents  mouvements  artistiques depuis le fauvisme , le nouveau  réalisme, la figuration narrative , le mouvement  dada  et …""), ('Jean-François Lollivier', '2024-11-20', '3', 'Visite intéressante à l’heure où de multiples conflits à travers le monde risquent de dégénérer en guerre atomique. Beaucoup d’espaces de déambulation, agréable mais la thématique n’en demeure pas moins déprimante.'), ('Sylvain Goldstein', '2024-10-21', '5', 'Très beau musée avec des très belles expositions.')]",museum,0
